['idData', 'Label Aktual', 'Hasil Klasifikasi', 'Akurasi']
[300, 3, 3, '58.666666666666664%']
[301, 3, 8]
[302, 3, 3]
[303, 3, 3]
[304, 3, 3]
[305, 3, 6]
[306, 3, 3]
[307, 3, 8]
[308, 3, 3]
[309, 3, 3]
[310, 3, 3]
[311, 3, 8]
[312, 3, 3]
[313, 3, 7]
[314, 3, 3]
[315, 3, 3]
[316, 3, 3]
[317, 3, 3]
[318, 3, 3]
[319, 3, 3]
[320, 3, 3]
[321, 3, 3]
[322, 3, 2]
[323, 3, 3]
[324, 3, 3]
[325, 3, 3]
[326, 3, 3]
[327, 3, 3]
[328, 3, 8]
[329, 3, 3]
[330, 3, 3]
[331, 3, 3]
[332, 3, 3]
[333, 3, 3]
[334, 3, 3]
[335, 3, 5]
[336, 3, 5]
[337, 3, 3]
[338, 3, 7]
[339, 3, 3]
[340, 3, 3]
[341, 3, 3]
[342, 3, 3]
[343, 3, 3]
[344, 3, 3]
[345, 3, 3]
[346, 3, 8]
[347, 3, 3]
[348, 3, 3]
[349, 3, 3]
[350, 3, 5]
[351, 3, 3]
[352, 3, 8]
[353, 3, 3]
[354, 3, 3]
[355, 3, 3]
[356, 3, 3]
[357, 3, 3]
[358, 3, 3]
[359, 3, 3]
[360, 3, 3]
[361, 3, 3]
[362, 3, 3]
[363, 3, 8]
[364, 3, 9]
[365, 3, 8]
[366, 3, 3]
[367, 3, 3]
[368, 3, 3]
[369, 3, 3]
[370, 3, 6]
[371, 3, 3]
[372, 3, 3]
[373, 3, 3]
[374, 3, 3]
[375, 3, 3]
[376, 3, 3]
[377, 3, 5]
[378, 3, 3]
[379, 3, 9]
[380, 3, 3]
[381, 3, 3]
[382, 3, 8]
[383, 3, 3]
[384, 3, 3]
[385, 3, 9]
[386, 3, 3]
[387, 3, 9]
[388, 3, 6]
[389, 3, 3]
[390, 3, 3]
[391, 3, 5]
[392, 3, 9]
[393, 3, 3]
[394, 3, 3]
[395, 3, 8]
[396, 3, 7]
[397, 3, 3]
[398, 3, 8]
[399, 3, 0]
[400, 4, 4]
[401, 4, 4]
[402, 4, 4]
[403, 4, 9]
[404, 4, 9]
[405, 4, 8]
[406, 4, 9]
[407, 4, 4]
[408, 4, 9]
[409, 4, 4]
[410, 4, 4]
[411, 4, 9]
[412, 4, 8]
[413, 4, 7]
[414, 4, 4]
[415, 4, 9]
[416, 4, 9]
[417, 4, 7]
[418, 4, 4]
[419, 4, 9]
[420, 4, 4]
[421, 4, 4]
[422, 4, 9]
[423, 4, 7]
[424, 4, 9]
[425, 4, 4]
[426, 4, 4]
[427, 4, 4]
[428, 4, 9]
[429, 4, 4]
[430, 4, 9]
[431, 4, 4]
[432, 4, 4]
[433, 4, 9]
[434, 4, 9]
[435, 4, 9]
[436, 4, 6]
[437, 4, 9]
[438, 4, 4]
[439, 4, 4]
[440, 4, 9]
[441, 4, 4]
[442, 4, 7]
[443, 4, 4]
[444, 4, 4]
[445, 4, 6]
[446, 4, 9]
[447, 4, 9]
[448, 4, 7]
[449, 4, 4]
[450, 4, 9]
[451, 4, 4]
[452, 4, 9]
[453, 4, 4]
[454, 4, 9]
[455, 4, 4]
[456, 4, 4]
[457, 4, 4]
[458, 4, 4]
[459, 4, 4]
[460, 4, 4]
[461, 4, 4]
[462, 4, 6]
[463, 4, 4]
[464, 4, 4]
[465, 4, 6]
[466, 4, 9]
[467, 4, 4]
[468, 4, 4]
[469, 4, 6]
[470, 4, 4]
[471, 4, 4]
[472, 4, 4]
[473, 4, 4]
[474, 4, 4]
[475, 4, 9]
[476, 4, 9]
[477, 4, 7]
[478, 4, 4]
[479, 4, 7]
[480, 4, 7]
[481, 4, 9]
