['idData', 'Label Aktual', 'Hasil Klasifikasi', 'Akurasi']
[900, 9, 9, '90.0%']
[901, 9, 9]
[902, 9, 9]
[903, 9, 9]
[904, 9, 9]
[905, 9, 9]
[906, 9, 9]
[907, 9, 9]
[908, 9, 9]
[909, 9, 9]
[910, 9, 9]
[911, 9, 9]
[912, 9, 9]
[913, 9, 9]
[914, 9, 9]
[915, 9, 9]
[916, 9, 9]
[917, 9, 9]
[918, 9, 9]
[919, 9, 9]
[920, 9, 9]
[921, 9, 9]
[922, 9, 9]
[923, 9, 9]
[924, 9, 9]
[925, 9, 9]
[926, 9, 9]
[927, 9, 9]
[928, 9, 9]
[929, 9, 9]
[930, 9, 9]
[931, 9, 9]
[932, 9, 9]
[933, 9, 9]
[934, 9, 9]
[935, 9, 9]
[936, 9, 9]
[937, 9, 9]
[938, 9, 9]
[939, 9, 9]
[940, 9, 9]
[941, 9, 9]
[942, 9, 9]
[943, 9, 9]
[944, 9, 9]
[945, 9, 9]
[946, 9, 9]
[947, 9, 9]
[948, 9, 9]
[949, 9, 9]
[950, 9, 9]
[951, 9, 9]
[952, 9, 9]
[953, 9, 9]
[954, 9, 9]
[955, 9, 9]
[956, 9, 9]
[957, 9, 9]
[958, 9, 9]
[959, 9, 9]
[960, 9, 9]
[961, 9, 9]
[962, 9, 9]
[963, 9, 9]
[964, 9, 9]
[965, 9, 9]
[966, 9, 9]
[967, 9, 9]
[968, 9, 9]
[969, 9, 9]
[970, 9, 9]
[971, 9, 9]
[972, 9, 9]
[973, 9, 9]
[974, 9, 9]
[975, 9, 9]
[976, 9, 9]
[977, 9, 9]
[978, 9, 9]
[979, 9, 9]
[980, 9, 9]
[981, 9, 9]
[982, 9, 9]
[983, 9, 9]
[984, 9, 9]
[985, 9, 9]
[986, 9, 9]
[987, 9, 9]
[988, 9, 9]
[989, 9, 9]
[990, 9, 9]
[991, 9, 9]
[992, 9, 9]
[993, 9, 9]
[994, 9, 9]
[995, 9, 9]
[996, 9, 9]
[997, 9, 9]
[998, 9, 9]
[999, 9, 9]
[1000, 0, 0]
[1001, 0, 0]
[1002, 0, 0]
[1003, 0, 0]
[1004, 0, 0]
[1005, 0, 0]
[1006, 0, 0]
[1007, 0, 0]
[1008, 0, 0]
[1009, 0, 0]
[1010, 0, 0]
[1011, 0, 0]
[1012, 0, 0]
[1013, 0, 0]
[1014, 0, 0]
[1015, 0, 0]
[1016, 0, 0]
[1017, 0, 0]
[1018, 0, 0]
[1019, 0, 0]
[1020, 0, 0]
[1021, 0, 0]
[1022, 0, 0]
[1023, 0, 9]
[1024, 0, 0]
[1025, 0, 0]
[1026, 0, 0]
[1027, 0, 0]
[1028, 0, 6]
[1029, 0, 0]
[1030, 0, 0]
[1031, 0, 0]
[1032, 0, 0]
[1033, 0, 0]
[1034, 0, 6]
[1035, 0, 0]
[1036, 0, 0]
[1037, 0, 0]
[1038, 0, 0]
[1039, 0, 0]
[1040, 0, 0]
[1041, 0, 0]
[1042, 0, 9]
[1043, 0, 0]
[1044, 0, 0]
[1045, 0, 0]
[1046, 0, 0]
[1047, 0, 0]
[1048, 0, 0]
[1049, 0, 0]
[1050, 1, 1]
[1051, 1, 1]
[1052, 1, 1]
[1053, 1, 1]
[1054, 1, 1]
[1055, 1, 1]
[1056, 1, 1]
[1057, 1, 1]
[1058, 1, 1]
[1059, 1, 1]
[1060, 1, 1]
[1061, 1, 1]
[1062, 1, 1]
[1063, 1, 1]
[1064, 1, 1]
[1065, 1, 1]
[1066, 1, 1]
[1067, 1, 1]
[1068, 1, 1]
[1069, 1, 1]
[1070, 1, 1]
[1071, 1, 1]
[1072, 1, 1]
[1073, 1, 1]
[1074, 1, 1]
[1075, 1, 1]
[1076, 1, 1]
[1077, 1, 1]
[1078, 1, 1]
[1079, 1, 1]
[1080, 1, 1]
[1081, 1, 1]
[1082, 1, 1]
[1083, 1, 1]
[1084, 1, 1]
[1085, 1, 1]
[1086, 1, 1]
[1087, 1, 1]
[1088, 1, 1]
[1089, 1, 1]
[1090, 1, 1]
[1091, 1, 1]
[1092, 1, 1]
[1093, 1, 1]
[1094, 1, 6]
[1095, 1, 1]
[1096, 1, 1]
[1097, 1, 1]
[1098, 1, 1]
[1099, 1, 1]
[1100, 2, 2]
[1101, 2, 2]
[1102, 2, 3]
[1103, 2, 7]
[1104, 2, 2]
[1105, 2, 2]
[1106, 2, 2]
[1107, 2, 2]
[1108, 2, 2]
[1109, 2, 2]
[1110, 2, 2]
[1111, 2, 2]
[1112, 2, 2]
[1113, 2, 2]
[1114, 2, 2]
[1115, 2, 2]
[1116, 2, 2]
[1117, 2, 7]
[1118, 2, 2]
[1119, 2, 2]
[1120, 2, 2]
[1121, 2, 2]
[1122, 2, 2]
[1123, 2, 8]
[1124, 2, 2]
[1125, 2, 7]
[1126, 2, 7]
[1127, 2, 2]
[1128, 2, 2]
[1129, 2, 2]
[1130, 2, 4]
[1131, 2, 2]
[1132, 2, 2]
[1133, 2, 2]
[1134, 2, 2]
[1135, 2, 2]
[1136, 2, 2]
[1137, 2, 2]
[1138, 2, 2]
[1139, 2, 2]
[1140, 2, 2]
[1141, 2, 1]
[1142, 2, 2]
[1143, 2, 2]
[1144, 2, 2]
[1145, 2, 7]
[1146, 2, 2]
[1147, 2, 2]
[1148, 2, 2]
[1149, 2, 2]
[1150, 3, 9]
[1151, 3, 3]
[1152, 3, 3]
[1153, 3, 7]
[1154, 3, 3]
[1155, 3, 8]
[1156, 3, 3]
[1157, 3, 3]
[1158, 3, 8]
[1159, 3, 3]
[1160, 3, 3]
[1161, 3, 8]
[1162, 3, 3]
[1163, 3, 2]
[1164, 3, 5]
[1165, 3, 3]
[1166, 3, 3]
[1167, 3, 9]
[1168, 3, 3]
[1169, 3, 9]
[1170, 3, 8]
[1171, 3, 3]
[1172, 3, 3]
[1173, 3, 3]
[1174, 3, 3]
[1175, 3, 3]
[1176, 3, 3]
[1177, 3, 3]
[1178, 3, 3]
[1179, 3, 3]
[1180, 3, 2]
[1181, 3, 3]
[1182, 3, 3]
[1183, 3, 3]
[1184, 3, 3]
[1185, 3, 3]
[1186, 3, 3]
[1187, 3, 3]
[1188, 3, 3]
[1189, 3, 3]
[1190, 3, 9]
[1191, 3, 5]
[1192, 3, 3]
[1193, 3, 9]
[1194, 3, 3]
[1195, 3, 5]
[1196, 3, 3]
[1197, 3, 3]
[1198, 3, 3]
[1199, 3, 5]
