['idData', 'Label Aktual', 'Hasil Klasifikasi', 'Akurasi']
[1200, 4, 4, '77.66666666666666%']
[1201, 4, 4]
[1202, 4, 4]
[1203, 4, 4]
[1204, 4, 4]
[1205, 4, 4]
[1206, 4, 9]
[1207, 4, 9]
[1208, 4, 4]
[1209, 4, 9]
[1210, 4, 9]
[1211, 4, 9]
[1212, 4, 7]
[1213, 4, 4]
[1214, 4, 9]
[1215, 4, 9]
[1216, 4, 9]
[1217, 4, 4]
[1218, 4, 9]
[1219, 4, 9]
[1220, 4, 9]
[1221, 4, 9]
[1222, 4, 9]
[1223, 4, 4]
[1224, 4, 9]
[1225, 4, 3]
[1226, 4, 9]
[1227, 4, 4]
[1228, 4, 4]
[1229, 4, 9]
[1230, 4, 9]
[1231, 4, 4]
[1232, 4, 9]
[1233, 4, 4]
[1234, 4, 4]
[1235, 4, 9]
[1236, 4, 4]
[1237, 4, 9]
[1238, 4, 9]
[1239, 4, 4]
[1240, 4, 4]
[1241, 4, 9]
[1242, 4, 4]
[1243, 4, 9]
[1244, 4, 4]
[1245, 4, 9]
[1246, 4, 9]
[1247, 4, 4]
[1248, 4, 4]
[1249, 4, 4]
[1250, 5, 9]
[1251, 5, 5]
[1252, 5, 5]
[1253, 5, 5]
[1254, 5, 5]
[1255, 5, 5]
[1256, 5, 5]
[1257, 5, 3]
[1258, 5, 5]
[1259, 5, 5]
[1260, 5, 3]
[1261, 5, 5]
[1262, 5, 5]
[1263, 5, 5]
[1264, 5, 5]
[1265, 5, 5]
[1266, 5, 5]
[1267, 5, 5]
[1268, 5, 3]
[1269, 5, 5]
[1270, 5, 8]
[1271, 5, 8]
[1272, 5, 5]
[1273, 5, 6]
[1274, 5, 9]
[1275, 5, 5]
[1276, 5, 5]
[1277, 5, 5]
[1278, 5, 1]
[1279, 5, 5]
[1280, 5, 5]
[1281, 5, 3]
[1282, 5, 5]
[1283, 5, 5]
[1284, 5, 5]
[1285, 5, 5]
[1286, 5, 5]
[1287, 5, 5]
[1288, 5, 5]
[1289, 5, 5]
[1290, 5, 6]
[1291, 5, 3]
[1292, 5, 5]
[1293, 5, 5]
[1294, 5, 8]
[1295, 5, 5]
[1296, 5, 6]
[1297, 5, 5]
[1298, 5, 5]
[1299, 5, 5]
[1300, 6, 6]
[1301, 6, 6]
[1302, 6, 6]
[1303, 6, 6]
[1304, 6, 6]
[1305, 6, 6]
[1306, 6, 6]
[1307, 6, 6]
[1308, 6, 6]
[1309, 6, 6]
[1310, 6, 6]
[1311, 6, 6]
[1312, 6, 6]
[1313, 6, 6]
[1314, 6, 0]
[1315, 6, 6]
[1316, 6, 6]
[1317, 6, 6]
[1318, 6, 6]
[1319, 6, 6]
[1320, 6, 6]
[1321, 6, 6]
[1322, 6, 6]
[1323, 6, 6]
[1324, 6, 6]
[1325, 6, 6]
[1326, 6, 6]
[1327, 6, 6]
[1328, 6, 6]
[1329, 6, 6]
[1330, 6, 6]
[1331, 6, 6]
[1332, 6, 6]
[1333, 6, 6]
[1334, 6, 6]
[1335, 6, 6]
[1336, 6, 6]
[1337, 6, 0]
[1338, 6, 6]
[1339, 6, 6]
[1340, 6, 6]
[1341, 6, 6]
[1342, 6, 6]
[1343, 6, 6]
[1344, 6, 6]
[1345, 6, 6]
[1346, 6, 6]
[1347, 6, 6]
[1348, 6, 6]
[1349, 6, 6]
[1350, 7, 9]
[1351, 7, 7]
[1352, 7, 9]
[1353, 7, 7]
[1354, 7, 7]
[1355, 7, 7]
[1356, 7, 9]
[1357, 7, 7]
[1358, 7, 7]
[1359, 7, 7]
[1360, 7, 7]
[1361, 7, 7]
[1362, 7, 7]
[1363, 7, 7]
[1364, 7, 1]
[1365, 7, 9]
[1366, 7, 7]
[1367, 7, 7]
[1368, 7, 7]
[1369, 7, 7]
[1370, 7, 7]
[1371, 7, 7]
[1372, 7, 7]
[1373, 7, 7]
[1374, 7, 7]
[1375, 7, 7]
[1376, 7, 7]
[1377, 7, 7]
[1378, 7, 7]
[1379, 7, 7]
[1380, 7, 7]
[1381, 7, 7]
[1382, 7, 1]
[1383, 7, 7]
[1384, 7, 7]
[1385, 7, 7]
[1386, 7, 7]
[1387, 7, 7]
[1388, 7, 7]
[1389, 7, 1]
[1390, 7, 7]
[1391, 7, 7]
[1392, 7, 7]
[1393, 7, 7]
[1394, 7, 9]
[1395, 7, 7]
[1396, 7, 7]
[1397, 7, 7]
[1398, 7, 7]
[1399, 7, 7]
[1400, 8, 8]
[1401, 8, 8]
[1402, 8, 8]
[1403, 8, 8]
[1404, 8, 3]
[1405, 8, 8]
[1406, 8, 0]
[1407, 8, 8]
[1408, 8, 8]
[1409, 8, 9]
[1410, 8, 8]
[1411, 8, 8]
[1412, 8, 8]
[1413, 8, 8]
[1414, 8, 8]
[1415, 8, 9]
[1416, 8, 8]
[1417, 8, 8]
[1418, 8, 8]
[1419, 8, 8]
[1420, 8, 8]
[1421, 8, 8]
[1422, 8, 9]
[1423, 8, 8]
[1424, 8, 8]
